j1,j2,j3,j4,j5,j6,x,y,z,Rx,Ry,Rz,user,tool,ecoKey
-36.016766,-7.087997,86.004951,-11.515045,-91.159744,-17.262268,-252.135269,84.525162,358.172546,-158.617340,-7.577857,69.581093,0,0,0
-36.016766,-7.087997,86.004951,-11.515045,-91.159744,-17.262268,-252.135269,84.525162,358.172546,-158.617340,-7.577857,69.581093,0,0,0
-36.016766,-7.087997,86.004951,-11.515045,-91.159744,-17.262268,-252.135269,84.525162,358.172546,-158.617340,-7.577857,69.581093,0,0,0
-36.016766,-7.087997,86.004951,-11.515045,-91.159744,-17.262268,-252.135269,84.525162,358.172546,-158.617340,-7.577857,69.581093,0,0,0
